gbifID,occurrenceID,species,decimalLatitude,decimalLongitude,doy,image_path,file_exists
4438681961,https://www.inaturalist.org/observations/184455927,Cenchrus setaceus,34.108934,-116.129674,292,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cenchrus_setaceus/4438681961.jpg,True
6130054750,https://www.inaturalist.org/observations/156127043,Sanicula bipinnatifida,39.097474,-122.410316,141,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_bipinnatifida/6130054750.jpg,True
4458375913,https://www.inaturalist.org/observations/168895092,Distichlis spicata,37.938992,-119.027009,202,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Distichlis_spicata/4458375913.jpg,True
4465639913,https://www.inaturalist.org/observations/168355968,Artemisia douglasiana,38.71206,-123.429538,199,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4465639913.jpg,True
4926272308,https://www.inaturalist.org/observations/235636393,Cynosurus echinatus,37.881602,-121.914681,253,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/4926272308.jpg,True
4936922199,https://www.inaturalist.org/observations/238931237,Cirsium vulgare,41.883787,-122.344978,243,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4936922199.jpg,True
5188290363,https://www.inaturalist.org/observations/239102846,Isocoma menziesii,34.003947,-120.235778,271,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Isocoma_menziesii/5188290363.jpg,True
4901719023,https://www.inaturalist.org/observations/224297156,Sanicula bipinnatifida,40.300458,-122.168525,121,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_bipinnatifida/4901719023.jpg,True
4500475148,https://www.inaturalist.org/observations/163591550,Baccharis salicifolia,32.99234,-117.114544,174,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/4500475148.jpg,True
4921755290,https://www.inaturalist.org/observations/234051323,Isocoma menziesii,35.357855,-120.850625,245,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Isocoma_menziesii/4921755290.jpg,True
5133448090,https://www.inaturalist.org/observations/218839850,Conium maculatum,34.131058,-118.166144,177,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Conium_maculatum/5133448090.jpg,True
4424605829,https://www.inaturalist.org/observations/182202861,Baccharis salicifolia,33.562409,-117.818088,277,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/4424605829.jpg,True
3802423840,https://www.inaturalist.org/observations/118161813,Baccharis salicifolia,33.400122,-116.793037,170,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/3802423840.jpg,True
4525063866,https://www.inaturalist.org/observations/199310203,Cenchrus setaceus,33.332298,-116.177855,74,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cenchrus_setaceus/4525063866.jpg,True
4891689849,https://www.inaturalist.org/observations/146863976,Hilaria rigida,33.585062,-115.866325,48,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Hilaria_rigida/4891689849.jpg,True
4046751758,https://www.inaturalist.org/observations/149413340,Artemisia douglasiana,34.147288,-118.165512,82,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4046751758.jpg,True
4867671870,https://www.inaturalist.org/observations/214938338,Bromus rubens,32.638917,-117.110453,160,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_rubens/4867671870.jpg,True
4507601181,https://www.inaturalist.org/observations/183286038,Briza maxima,41.035404,-124.116211,284,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Briza_maxima/4507601181.jpg,True
4994423066,https://www.inaturalist.org/observations/203928501,Conium maculatum,37.368083,-122.222695,113,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Conium_maculatum/4994423066.jpg,True
4034861783,https://www.inaturalist.org/observations/148564409,Artemisia douglasiana,38.003958,-122.288278,71,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4034861783.jpg,True
3988717183,https://www.inaturalist.org/observations/143709534,Baccharis pilularis,34.148531,-118.955743,361,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_pilularis/3988717183.jpg,True
4904244367,https://www.inaturalist.org/observations/226526384,Isocoma menziesii,32.572425,-117.125506,210,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Isocoma_menziesii/4904244367.jpg,True
4973957469,https://www.inaturalist.org/observations/248213555,Dittrichia graveolens,33.063603,-117.030453,319,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Dittrichia_graveolens/4973957469.jpg,True
4067155290,https://www.inaturalist.org/observations/151553876,Sanicula bipinnatifida,38.303805,-123.012779,107,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_bipinnatifida/4067155290.jpg,True
4519111106,https://www.inaturalist.org/observations/198137324,Artemisia douglasiana,38.999042,-122.67248,60,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4519111106.jpg,True
4936691715,https://www.inaturalist.org/observations/239088669,Bromus rubens,33.107833,-117.274522,271,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_rubens/4936691715.jpg,True
4901787141,https://www.inaturalist.org/observations/223913279,Achillea millefolium,34.459694,-119.691656,199,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Achillea_millefolium/4901787141.jpg,True
4945905023,https://www.inaturalist.org/observations/240395935,Artemisia douglasiana,38.177387,-120.013503,277,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4945905023.jpg,True
4138664616,https://www.inaturalist.org/observations/169093551,Cenchrus setaceus,33.693834,-117.725774,203,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cenchrus_setaceus/4138664616.jpg,True
4413359842,https://www.inaturalist.org/observations/172509738,Poa bulbosa,39.398719,-120.189347,221,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Poa_bulbosa/4413359842.jpg,True
4153370429,https://www.inaturalist.org/observations/168208091,Bromus hordeaceus,33.60812,-117.649783,198,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_hordeaceus/4153370429.jpg,True
4102728146,https://www.inaturalist.org/observations/157246149,Poa bulbosa,37.316923,-122.192027,148,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Poa_bulbosa/4102728146.jpg,True
3698388632,https://www.inaturalist.org/observations/107088138,Matricaria discoidea,37.743124,-122.413577,79,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Matricaria_discoidea/3698388632.jpg,True
3760321471,https://www.inaturalist.org/observations/109977947,Sanicula bipinnatifida,38.737056,-123.482614,120,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_bipinnatifida/3760321471.jpg,True
4937057486,https://www.inaturalist.org/observations/239271328,Cirsium vulgare,37.780575,-119.126953,271,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4937057486.jpg,True
4062956439,https://www.inaturalist.org/observations/112902123,Baccharis salicifolia,35.307098,-120.657199,145,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/4062956439.jpg,True
4875554998,https://www.inaturalist.org/observations/219861629,Baccharis salicifolia,36.725842,-121.305848,139,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/4875554998.jpg,True
4994377788,https://www.inaturalist.org/observations/190616964,Cortaderia selloana,34.848967,-117.085036,340,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cortaderia_selloana/4994377788.jpg,True
4096735511,https://www.inaturalist.org/observations/156316415,Nassella pulchra,38.274135,-121.824127,142,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Nassella_pulchra/4096735511.jpg,True
4923653183,https://www.inaturalist.org/observations/204754300,Hilaria rigida,33.255493,-116.364929,121,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Hilaria_rigida/4923653183.jpg,True
3858725653,https://www.inaturalist.org/observations/124070016,Cynosurus echinatus,41.068675,-124.157067,204,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/3858725653.jpg,True
4091850758,https://www.inaturalist.org/observations/154620305,Nassella pulchra,35.28785,-120.628727,132,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Nassella_pulchra/4091850758.jpg,True
5062659891,https://www.inaturalist.org/observations/211718448,Bromus hordeaceus,39.209097,-121.069502,149,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_hordeaceus/5062659891.jpg,True
4607250433,https://www.inaturalist.org/observations/205046068,Bromus rubens,32.849813,-116.736847,121,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_rubens/4607250433.jpg,True
4009919450,https://www.inaturalist.org/observations/117823145,Nassella pulchra,37.876801,-122.567924,141,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Nassella_pulchra/4009919450.jpg,True
4465590774,https://www.inaturalist.org/observations/152390165,Cynosurus echinatus,37.971384,-122.583533,116,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/4465590774.jpg,True
3915255257,https://www.inaturalist.org/observations/136110873,Artemisia californica,34.149402,-118.165109,292,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_californica/3915255257.jpg,True
4458739224,https://www.inaturalist.org/observations/193049314,Isocoma menziesii,33.551382,-117.662007,364,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Isocoma_menziesii/4458739224.jpg,True
4076098308,https://www.inaturalist.org/observations/152908583,Briza maxima,37.959422,-122.61,108,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Briza_maxima/4076098308.jpg,True
3859899300,https://www.inaturalist.org/observations/124811948,Centaurea solstitialis,38.648121,-120.548612,213,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Centaurea_solstitialis/3859899300.jpg,True
3859535812,https://www.inaturalist.org/observations/119537379,Cynosurus echinatus,38.648468,-120.548291,178,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/3859535812.jpg,True
4982326027,https://www.inaturalist.org/observations/251248507,Baccharis pilularis,38.213922,-122.659057,319,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_pilularis/4982326027.jpg,True
5760085236,https://www.inaturalist.org/observations/121006190,Dittrichia graveolens,38.185475,-122.28122,189,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Dittrichia_graveolens/5760085236.jpg,True
4442429644,https://www.inaturalist.org/observations/191144849,Cirsium vulgare,33.956828,-119.981147,341,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4442429644.jpg,True
4924163924,https://www.inaturalist.org/observations/234202515,Bromus hordeaceus,32.560613,-117.123601,246,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Bromus_hordeaceus/4924163924.jpg,True
3902674837,https://www.inaturalist.org/observations/131784486,Centaurea solstitialis,38.903442,-121.049719,260,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Centaurea_solstitialis/3902674837.jpg,True
3746955668,https://www.inaturalist.org/observations/109122043,Conium maculatum,33.552673,-117.563018,110,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Conium_maculatum/3746955668.jpg,True
4973875669,https://www.inaturalist.org/observations/244751225,Arundo donax,33.971405,-117.428714,299,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Arundo_donax/4973875669.jpg,True
3988633621,https://www.inaturalist.org/observations/141855573,Dittrichia graveolens,37.329193,-121.681219,342,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Dittrichia_graveolens/3988633621.jpg,True
4076379383,https://www.inaturalist.org/observations/152173062,Achillea millefolium,34.138108,-118.296636,137,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Achillea_millefolium/4076379383.jpg,True
4872204140,https://www.inaturalist.org/observations/217751291,Briza minor,40.065425,-123.846489,172,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Briza_minor/4872204140.jpg,True
4900928610,https://www.inaturalist.org/observations/225008718,Corethrogyne filaginifolia,34.264294,-118.190562,204,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Corethrogyne_filaginifolia/4900928610.jpg,True
4075558930,https://www.inaturalist.org/observations/150886541,Artemisia douglasiana,33.769714,-118.330772,101,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/4075558930.jpg,True
5897606576,https://www.inaturalist.org/observations/227239313,Cynosurus echinatus,38.25535,-120.363242,214,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/5897606576.jpg,True
5062790323,https://www.inaturalist.org/observations/220097257,Arundo donax,33.17605,-117.270575,182,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Arundo_donax/5062790323.jpg,True
4500763729,https://www.inaturalist.org/observations/192848076,Briza maxima,36.649208,-121.757592,362,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Briza_maxima/4500763729.jpg,True
4993927453,https://www.inaturalist.org/observations/252415390,Arundo donax,32.854736,-116.939041,350,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Arundo_donax/4993927453.jpg,True
4868051329,https://www.inaturalist.org/observations/216988536,Poa bulbosa,38.757545,-119.816712,165,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Poa_bulbosa/4868051329.jpg,True
4852176127,https://www.inaturalist.org/observations/210372736,Sanicula crassicaulis,37.922159,-122.301216,147,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_crassicaulis/4852176127.jpg,True
4852475376,https://www.inaturalist.org/observations/210639243,Cynosurus echinatus,38.774969,-121.033094,147,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cynosurus_echinatus/4852475376.jpg,True
4006659469,https://www.inaturalist.org/observations/120761499,Cirsium vulgare,37.974813,-121.825657,187,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4006659469.jpg,True
3961252718,https://www.inaturalist.org/observations/139782026,Artemisia californica,34.144163,-117.707371,154,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_californica/3961252718.jpg,True
3759372120,https://www.inaturalist.org/observations/110609825,Nassella pulchra,37.465197,-122.286353,126,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Nassella_pulchra/3759372120.jpg,True
4946488304,https://www.inaturalist.org/observations/241903608,Baccharis pilularis,36.959986,-122.084323,285,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_pilularis/4946488304.jpg,True
3966369820,https://www.inaturalist.org/observations/141642414,Dittrichia graveolens,40.60992,-122.371187,340,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Dittrichia_graveolens/3966369820.jpg,True
4607560598,https://www.inaturalist.org/observations/206343879,Sanicula crassicaulis,39.008678,-122.418305,127,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_crassicaulis/4607560598.jpg,True
3966591991,https://www.inaturalist.org/observations/141731671,Artemisia douglasiana,38.491992,-122.026344,341,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_douglasiana/3966591991.jpg,True
4519230618,https://www.inaturalist.org/observations/198417828,Cirsium vulgare,38.442437,-122.489662,57,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4519230618.jpg,True
4067376574,https://www.inaturalist.org/observations/151842986,Baccharis salicifolia,39.735224,-121.795802,111,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Baccharis_salicifolia/4067376574.jpg,True
5230542528,https://www.inaturalist.org/observations/247656266,Arundo donax,34.307826,-118.408868,316,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Arundo_donax/5230542528.jpg,True
5036791941,https://www.inaturalist.org/observations/219634363,Hilaria rigida,34.012672,-116.183142,129,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Hilaria_rigida/5036791941.jpg,True
3923221826,https://www.inaturalist.org/observations/136819650,Artemisia californica,35.307527,-120.656491,298,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Artemisia_californica/3923221826.jpg,True
3455740846,https://www.inaturalist.org/observations/104620913,Centaurea solstitialis,38.395369,-122.099792,35,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Centaurea_solstitialis/3455740846.jpg,True
4946550990,https://www.inaturalist.org/observations/240614387,Isocoma menziesii,32.726528,-116.944778,278,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Isocoma_menziesii/4946550990.jpg,True
4145728175,https://www.inaturalist.org/observations/170791379,Centaurea solstitialis,39.037422,-120.97193,212,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Centaurea_solstitialis/4145728175.jpg,True
4908859673,https://www.inaturalist.org/observations/228563071,Cirsium vulgare,34.191757,-118.176214,214,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Cirsium_vulgare/4908859673.jpg,True
4978343977,https://www.inaturalist.org/observations/250531705,Centaurea solstitialis,37.218503,-121.7472,333,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Centaurea_solstitialis/4978343977.jpg,True
4855442079,https://www.inaturalist.org/observations/212761073,Nassella pulchra,32.780683,-117.074389,151,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Nassella_pulchra/4855442079.jpg,True
4607011217,https://www.inaturalist.org/observations/205301269,Sanicula bipinnatifida,32.94873,-117.044761,123,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Sanicula_bipinnatifida/4607011217.jpg,True
4067179577,https://www.inaturalist.org/observations/119327840,Poa bulbosa,37.729921,-119.610318,178,/Users/wenchuzhang/Documents/Graduate/Harvard/CS 109B/Project/Canopy/data/images/Poa_bulbosa/4067179577.jpg,True
