gbifID,species,split_iid
5133382678,Conium maculatum,train
4102991626,Sanicula bipinnatifida,train
4872492238,Matricaria discoidea,train
4029170507,Encelia farinosa,train
5108023595,Hordeum murinum,train
5908946377,Cirsium vulgare,train
4454026619,Centaurea solstitialis,train
3698317288,Bromus rubens,train
4120981391,Cenchrus setaceus,train
4978430010,Arundo donax,train
4116660327,Artemisia californica,train
3747350376,Foeniculum vulgare,train
4535662838,Achillea millefolium,train
3759671204,Sanicula arctopoides,train
3859899300,Centaurea solstitialis,train
4908802101,Daucus carota,train
3947672973,Distichlis spicata,train
5936095665,Arundo donax,train
4901191196,Bromus hordeaceus,train
4908430412,Encelia californica,train
5062519167,Arundo donax,train
4424616667,Daucus pusillus,train
4465643660,Artemisia douglasiana,train
4974020124,Baccharis pilularis,train
3985691922,Angelica hendersonii,train
5104312414,Anthriscus caucalis,train
4935743382,Cirsium vulgare,train
6178678021,Geraea canescens,train
4525206523,Sanicula arctopoides,train
4901689148,Nassella pulchra,train
4974039725,Artemisia douglasiana,train
4436137563,Cirsium vulgare,train
4919660700,Hordeum murinum,train
4863426099,Daucus carota,train
5133471940,Torilis arvensis,train
4525207760,Foeniculum vulgare,train
4091478219,Hordeum murinum,train
4606608175,Encelia californica,train
3994252492,Daucus carota,train
4116335190,Encelia californica,train
4852200304,Lomatium dasycarpum,train
4067321938,Lomatium dasycarpum,train
4096571469,Poa bulbosa,train
3902885773,Isocoma menziesii,train
3963362203,Baccharis salicifolia,train
4062723556,Encelia californica,train
4133831072,Heracleum maximum,train
3892368718,Centaurea solstitialis,train
4465639913,Artemisia douglasiana,train
4946659918,Baccharis pilularis,train
3925186912,Arundo donax,train
3456776620,Artemisia douglasiana,train
4974195296,Polypogon monspeliensis,train
4137960885,Cynosurus echinatus,train
3892658198,Cirsium vulgare,train
4919142695,Matricaria discoidea,train
5133271512,Hordeum murinum,train
4421155406,Bromus rubens,train
3892609078,Angelica capitellata,train
3947179467,Encelia californica,train
4430944082,Angelica capitellata,train
4946443271,Cortaderia selloana,train
3747298261,Hilaria rigida,train
5133490260,Bromus rubens,train
4946539663,Bromus rubens,train
4067255136,Hilaria rigida,train
4458435455,Dittrichia graveolens,train
4075559877,Polypogon monspeliensis,train
5133377030,Nassella pulchra,train
4129803492,Briza maxima,train
4978431757,Distichlis spicata,train
3457178643,Leymus condensatus,train
3455754719,Cynosurus echinatus,train
3859912980,Nassella pulchra,train
4606806690,Sanicula arctopoides,train
3892303230,Angelica capitellata,train
4535665968,Geraea canescens,train
4936615872,Achillea millefolium,train
4852843147,Poa bulbosa,train
3947052946,Dittrichia graveolens,train
3743042876,Leymus condensatus,train
4606671732,Scandix pecten-veneris,train
4129837410,Centaurea solstitialis,train
4908768577,Achillea millefolium,train
4954750316,Arundo donax,train
3456204207,Corethrogyne filaginifolia,train
4506428118,Cenchrus setaceus,train
5897141455,Cynosurus echinatus,train
4400168661,Matricaria discoidea,train
4420795000,Cirsium vulgare,train
3961101085,Artemisia douglasiana,train
4994268462,Arundo donax,train
3947346611,Baccharis salicifolia,train
4440819450,Corethrogyne filaginifolia,train
3859605552,Heracleum maximum,train
4421133645,Angelica capitellata,train
4863943511,Briza maxima,train
3743044122,Achillea millefolium,train
5063823547,Lomatium dasycarpum,train
5760146731,Baccharis pilularis,train
4863700398,Isocoma menziesii,train
4852434767,Bromus rubens,train
3499459555,Distichlis spicata,train
4039178402,Distichlis spicata,train
3773381187,Artemisia douglasiana,train
4867768298,Isocoma menziesii,train
4855246461,Briza minor,train
4405193007,Silybum marianum,train
4029260587,Nassella pulchra,train
3759949650,Briza maxima,train
4121072552,Bromus hordeaceus,train
3985659703,Daucus carota,train
4892240838,Geraea canescens,train
4863523307,Briza minor,train
4028796637,Briza minor,train
4919471049,Baccharis salicifolia,train
4510383457,Encelia farinosa,train
4872169506,Briza minor,train
4994472179,Silybum marianum,train
4993780490,Leymus condensatus,train
4137978520,Cenchrus setaceus,train
4424205945,Encelia californica,train
4062777735,Leymus condensatus,train
4080808697,Poa bulbosa,train
4076066621,Matricaria discoidea,train
4978194706,Daucus carota,train
4096587381,Sanicula arctopoides,train
3947728356,Cortaderia selloana,train
5133309577,Torilis arvensis,train
4062739836,Encelia farinosa,train
3742982640,Sanicula bipinnatifida,train
4854792357,Sanicula arctopoides,train
3912126029,Baccharis pilularis,train
4852025332,Poa bulbosa,train
4974147763,Cirsium vulgare,train
4162244037,Achillea millefolium,train
4111952776,Matricaria discoidea,train
4138241497,Briza maxima,train
3988558958,Baccharis salicifolia,train
5087490846,Geraea canescens,train
4046652534,Briza maxima,train
4596764179,Angelica hendersonii,train
3743379330,Foeniculum vulgare,train
3772454862,Sanicula crassicaulis,train
4442595084,Leymus condensatus,train
3859568442,Cynosurus echinatus,train
3747299141,Scandix pecten-veneris,train
4597603698,Sanicula arctopoides,train
4413799241,Angelica capitellata,train
3923707687,Cortaderia selloana,train
4851859772,Briza minor,train
4138135560,Briza maxima,train
4994056230,Anthriscus caucalis,train
4901074351,Centaurea solstitialis,train
4134012285,Polypogon monspeliensis,train
4867591722,Sanicula arctopoides,train
3468780830,Angelica capitellata,train
4134178573,Angelica hendersonii,train
4937240579,Torilis arvensis,train
4111939406,Encelia farinosa,train
4413369644,Poa bulbosa,train
3966520711,Dittrichia graveolens,train
4440713151,Distichlis spicata,train
4892227268,Baccharis pilularis,train
4946648714,Cortaderia selloana,train
4863550098,Bromus hordeaceus,train
4993798051,Cortaderia selloana,train
4974086916,Artemisia californica,train
4103211157,Briza minor,train
5133298695,Torilis arvensis,train
5828292159,Poa bulbosa,train
4600104935,Nassella pulchra,train
4034751832,Hilaria rigida,train
4076250887,Silybum marianum,train
4413874643,Angelica capitellata,train
4976305050,Heracleum maximum,train
3466152118,Foeniculum vulgare,train
4097010379,Encelia farinosa,train
4137713207,Poa bulbosa,train
3858224886,Bromus rubens,train
5153643757,Polypogon monspeliensis,train
5133247519,Anthriscus caucalis,train
4111707068,Bromus hordeaceus,train
3760007307,Conium maculatum,train
3705418986,Bromus rubens,train
3759756434,Sanicula bipinnatifida,train
3994218440,Isocoma menziesii,train
4162100461,Distichlis spicata,train
4863587831,Sanicula crassicaulis,train
4120880127,Polypogon monspeliensis,train
4945873695,Corethrogyne filaginifolia,train
4046732842,Sanicula crassicaulis,train
4102559574,Foeniculum vulgare,train
4138034580,Artemisia californica,train
4846814012,Sanicula bipinnatifida,train
4413970084,Angelica capitellata,train
4153789183,Leymus condensatus,train
4438662702,Foeniculum vulgare,train
4137596940,Hilaria rigida,train
4855278552,Briza minor,train
4121007482,Hordeum murinum,train
4116161038,Conium maculatum,train
4096831469,Poa bulbosa,train
4852773548,Briza minor,train
4465379147,Artemisia douglasiana,train
3892401198,Foeniculum vulgare,train
4952752181,Cortaderia selloana,train
4519000627,Daucus pusillus,train
5133226127,Conium maculatum,train
5133485762,Torilis arvensis,train
5897122630,Cynosurus echinatus,train
4465370897,Artemisia californica,train
4171588397,Angelica hendersonii,train
4028728655,Briza minor,train
5229957441,Centaurea solstitialis,train
3759964690,Cynosurus echinatus,train
4926321626,Hordeum murinum,train
4062612518,Baccharis salicifolia,train
4512088376,Silybum marianum,train
4874992220,Briza minor,train
4925832753,Dittrichia graveolens,train
5830709479,Artemisia californica,train
3873234361,Cirsium vulgare,train
4442463755,Corethrogyne filaginifolia,train
5935965883,Bromus hordeaceus,train
4872090403,Achillea millefolium,train
5108077571,Hordeum murinum,train
3759689952,Silybum marianum,train
4952493045,Sanicula crassicaulis,train
4121349586,Bromus hordeaceus,train
4129942376,Briza minor,train
3902699483,Dittrichia graveolens,train
3746957991,Silybum marianum,train
4414078594,Dittrichia graveolens,train
4102652581,Nassella pulchra,train
4096413702,Poa bulbosa,train
4891637958,Conium maculatum,train
4937197967,Centaurea solstitialis,train
4029274785,Cortaderia selloana,train
4854877922,Angelica hendersonii,train
5892367906,Angelica hendersonii,train
4978193061,Distichlis spicata,train
3802305444,Heracleum maximum,train
4903842719,Daucus carota,train
4507753285,Silybum marianum,train
4454006004,Baccharis pilularis,train
3743169795,Scandix pecten-veneris,train
3860143502,Encelia californica,train
4091499492,Nassella pulchra,train
4510074205,Baccharis salicifolia,train
4129957780,Angelica hendersonii,train
4413368718,Polypogon monspeliensis,train
4121250482,Scandix pecten-veneris,train
3705381830,Sanicula bipinnatifida,train
3759147181,Foeniculum vulgare,train
4430967755,Leymus condensatus,train
4851945308,Nassella pulchra,train
5133363727,Scandix pecten-veneris,train
4076098308,Briza maxima,train
4112004067,Matricaria discoidea,train
3773065497,Heracleum maximum,train
4868051398,Cortaderia selloana,train
3881373435,Silybum marianum,train
3966356484,Heracleum maximum,train
4994240725,Cortaderia selloana,train
3712666568,Lomatium dasycarpum,train
4980699152,Bromus hordeaceus,train
4172169767,Daucus carota,train
4950579457,Hordeum murinum,train
4911005809,Cortaderia selloana,train
4076450665,Hilaria rigida,train
4162047424,Foeniculum vulgare,train
4022158585,Achillea millefolium,train
4116542746,Geraea canescens,train
4952513898,Artemisia douglasiana,train
4116408646,Hordeum murinum,train
4952242927,Baccharis salicifolia,train
4458708992,Geraea canescens,train
4465407943,Encelia californica,train
4952957296,Leymus condensatus,train
3772641517,Bromus rubens,train
4908045127,Angelica hendersonii,train
5938393188,Centaurea solstitialis,train
4606509589,Lomatium dasycarpum,train
3961000533,Cynosurus echinatus,train
5133498992,Torilis arvensis,train
4054958113,Artemisia californica,train
5006844298,Isocoma menziesii,train
4046333663,Leymus condensatus,train
4863884564,Achillea millefolium,train
4436206166,Corethrogyne filaginifolia,train
4405165631,Conium maculatum,train
4091750362,Matricaria discoidea,train
3947220651,Dittrichia graveolens,train
4910899765,Daucus carota,train
3961002586,Encelia californica,train
5133307159,Anthriscus caucalis,train
4165524599,Angelica hendersonii,train
3747257500,Sanicula crassicaulis,train
4981936533,Baccharis pilularis,train
3466529031,Silybum marianum,train
4993886780,Artemisia douglasiana,train
3773130772,Cortaderia selloana,train
3873736904,Cirsium vulgare,train
4945875777,Polypogon monspeliensis,train
4413916198,Encelia californica,train
5153032768,Dittrichia graveolens,train
4987795241,Angelica capitellata,train
5936062165,Dittrichia graveolens,train
5108057151,Arundo donax,train
3747305779,Encelia farinosa,train
4075558930,Artemisia douglasiana,train
4022067656,Silybum marianum,train
3985733531,Lomatium dasycarpum,train
4519179534,Cortaderia selloana,train
4863745740,Briza maxima,train
4982017001,Cortaderia selloana,train
4440701175,Arundo donax,train
3802689091,Heracleum maximum,train
5133383949,Anthriscus caucalis,train
4121147729,Daucus pusillus,train
4413620022,Cynosurus echinatus,train
4993912120,Dittrichia graveolens,train
4165421514,Silybum marianum,train
4863484676,Conium maculatum,train
4900928610,Corethrogyne filaginifolia,train
4424694519,Cirsium vulgare,train
4137580149,Briza maxima,train
4596812529,Baccharis pilularis,train
4075873265,Lomatium dasycarpum,train
4852498503,Poa bulbosa,train
4976538288,Heracleum maximum,train
3902594505,Achillea millefolium,train
4909262548,Isocoma menziesii,train
5133315604,Anthriscus caucalis,train
4908556990,Daucus carota,train
3947267951,Corethrogyne filaginifolia,train
4075985066,Geraea canescens,train
4102761719,Bromus rubens,train
4126929091,Bromus hordeaceus,train
4413633882,Daucus pusillus,train
4102727668,Poa bulbosa,train
4430563967,Corethrogyne filaginifolia,train
4096561487,Poa bulbosa,train
4134095501,Daucus pusillus,train
4112168065,Corethrogyne filaginifolia,train
4431226583,Cynosurus echinatus,train
3802299553,Poa bulbosa,train
4854913283,Scandix pecten-veneris,train
4607248726,Poa bulbosa,train
4034861783,Artemisia douglasiana,train
4145261953,Achillea millefolium,train
4987818692,Leymus condensatus,train
3873493881,Achillea millefolium,train
4993951589,Foeniculum vulgare,train
4974115961,Conium maculatum,train
4405110112,Briza minor,train
4129809511,Briza maxima,train
4120855083,Daucus pusillus,train
4980459892,Hilaria rigida,train
4121184295,Cynosurus echinatus,train
4413709459,Heracleum maximum,train
3772547696,Sanicula crassicaulis,train
5166771782,Distichlis spicata,train
4116391453,Hordeum murinum,train
4851948145,Sanicula crassicaulis,train
4436373168,Baccharis pilularis,train
4600136755,Arundo donax,train
5086968646,Hilaria rigida,train
4153628147,Centaurea solstitialis,train
3903393287,Arundo donax,train
4407568295,Angelica capitellata,train
4508034351,Distichlis spicata,train
4067164296,Baccharis salicifolia,train
3947423849,Baccharis pilularis,train
3759266365,Cynosurus echinatus,train
3881814398,Distichlis spicata,train
4946685433,Centaurea solstitialis,train
4171147487,Cenchrus setaceus,train
4945905023,Artemisia douglasiana,train
4080519514,Lomatium dasycarpum,train
5087039547,Hilaria rigida,train
4946266591,Cynosurus echinatus,train
3961362472,Achillea millefolium,train
4046686778,Angelica hendersonii,train
3773760412,Matricaria discoidea,train
3773047734,Encelia farinosa,train
4950144074,Torilis arvensis,train
3705735460,Sanicula bipinnatifida,train
4597128778,Matricaria discoidea,train
4137852565,Silybum marianum,train
4875253957,Polypogon monspeliensis,train
5133354712,Anthriscus caucalis,train
4978315650,Baccharis salicifolia,train
4130005532,Matricaria discoidea,train
4892022405,Leymus condensatus,train
4909242828,Artemisia douglasiana,train
4034821574,Polypogon monspeliensis,train
4851879366,Lomatium dasycarpum,train
4046285975,Bromus rubens,train
3698394783,Bromus rubens,train
4440788733,Bromus rubens,train
5108050844,Arundo donax,train
4121073017,Torilis arvensis,train
5108025133,Leymus condensatus,train
4973949268,Artemisia californica,train
4980458051,Angelica capitellata,train
4600144550,Lomatium dasycarpum,train
4978420157,Leymus condensatus,train
4910646734,Dittrichia graveolens,train
4980548503,Bromus hordeaceus,train
3912046700,Artemisia californica,train
4116194295,Foeniculum vulgare,train
3889027090,Cirsium vulgare,train
3985736929,Torilis arvensis,train
3499389608,Scandix pecten-veneris,train
4892116712,Nassella pulchra,train
4465384756,Artemisia californica,train
4987412743,Cortaderia selloana,train
4413422200,Centaurea solstitialis,train
3455668968,Heracleum maximum,train
4519111106,Artemisia douglasiana,train
4424428529,Daucus pusillus,train
3902354501,Distichlis spicata,train
4875585751,Daucus pusillus,train
4458503489,Baccharis pilularis,train
3860252283,Polypogon monspeliensis,train
4111792442,Scandix pecten-veneris,train
5133239913,Torilis arvensis,train
4600127009,Corethrogyne filaginifolia,train
4096991393,Lomatium dasycarpum,train
4121000433,Cenchrus setaceus,train
4436100670,Artemisia douglasiana,train
3759689343,Encelia californica,train
4054741173,Hilaria rigida,train
3747313025,Encelia farinosa,train
4535651595,Geraea canescens,train
4904187359,Angelica capitellata,train
5133498952,Daucus carota,train
4129789384,Briza maxima,train
3858968321,Centaurea solstitialis,train
4120937908,Hordeum murinum,train
4413430884,Cenchrus setaceus,train
4162231693,Daucus pusillus,train
4875152593,Conium maculatum,train
4138416551,Leymus condensatus,train
4413665328,Daucus carota,train
4413450713,Briza maxima,train
3773696040,Distichlis spicata,train
5006756133,Distichlis spicata,train
4431122273,Conium maculatum,train
4091850758,Nassella pulchra,train
4952648004,Geraea canescens,train
4863621761,Lomatium dasycarpum,train
4096481609,Sanicula crassicaulis,train
4853091031,Nassella pulchra,train
4500813493,Centaurea solstitialis,train
4949876540,Briza maxima,train
5062696723,Geraea canescens,train
4039161467,Distichlis spicata,train
4607586467,Sanicula arctopoides,train
3784836387,Isocoma menziesii,train
4908720235,Heracleum maximum,train
4121187651,Briza maxima,train
4438675919,Angelica capitellata,train
4413366664,Daucus pusillus,train
4867704217,Cenchrus setaceus,train
3760145698,Scandix pecten-veneris,train
3912329683,Achillea millefolium,train
4525316948,Artemisia douglasiana,train
5133350741,Anthriscus caucalis,train
3881431293,Daucus carota,train
4851807419,Briza minor,train
4039196714,Encelia farinosa,train
3743205511,Sanicula crassicaulis,train
4908451159,Distichlis spicata,train
4405086041,Artemisia douglasiana,train
4442352635,Silybum marianum,train
4009912472,Lomatium dasycarpum,train
5133382709,Anthriscus caucalis,train
5837921013,Baccharis pilularis,train
4923830131,Cortaderia selloana,train
6130886477,Polypogon monspeliensis,train
5133499165,Torilis arvensis,train
4607337521,Briza minor,train
4116422469,Artemisia californica,train
4405291452,Daucus carota,train
3759287295,Cirsium vulgare,train
4946488304,Baccharis pilularis,train
3860700296,Isocoma menziesii,train
4974170266,Leymus condensatus,train
4465756108,Artemisia douglasiana,train
4165428085,Silybum marianum,train
5133363467,Anthriscus caucalis,train
4034937803,Sanicula bipinnatifida,train
4009931572,Hilaria rigida,train
4867980050,Silybum marianum,train
4153440764,Leymus condensatus,train
4137677908,Daucus pusillus,train
4891816127,Matricaria discoidea,train
4145558432,Artemisia californica,train
4014939158,Distichlis spicata,train
5133291519,Polypogon monspeliensis,train
3947053719,Leymus condensatus,train
4863710666,Baccharis salicifolia,train
4103337688,Bromus rubens,train
5063252709,Encelia farinosa,train
3947763024,Baccharis pilularis,train
4946487827,Bromus rubens,train
3468772948,Sanicula bipinnatifida,train
5062557675,Arundo donax,train
4994285068,Cortaderia selloana,train
4465582588,Artemisia californica,train
3961503462,Silybum marianum,train
4075807424,Silybum marianum,train
4875076988,Nassella pulchra,train
4506380891,Briza minor,train
3859168136,Cirsium vulgare,train
4875060716,Briza minor,train
5086986925,Daucus pusillus,train
4987455122,Cortaderia selloana,train
3760163360,Foeniculum vulgare,train
4909176890,Encelia farinosa,train
4080621547,Geraea canescens,train
3912180460,Daucus pusillus,train
5238275385,Arundo donax,train
4028764995,Centaurea solstitialis,train
3860797583,Angelica hendersonii,train
4028703914,Briza minor,train
4034640100,Sanicula arctopoides,train
4973957469,Dittrichia graveolens,train
4867881771,Distichlis spicata,train
4952253371,Distichlis spicata,train
4516554110,Conium maculatum,train
3764154436,Baccharis salicifolia,train
4903812259,Hordeum murinum,train
4994083967,Encelia californica,train
3759904810,Artemisia douglasiana,train
3961252718,Artemisia californica,train
4901632192,Distichlis spicata,train
4606712638,Geraea canescens,train
4926203893,Artemisia douglasiana,train
4854922523,Briza minor,train
4973855115,Achillea millefolium,train
4901151638,Angelica hendersonii,train
4952447628,Cortaderia selloana,train
3888890934,Isocoma menziesii,train
4116409924,Scandix pecten-veneris,train
4978501029,Dittrichia graveolens,train
4028710104,Cynosurus echinatus,train
5133239600,Torilis arvensis,train
4416721585,Centaurea solstitialis,train
4954295306,Angelica capitellata,train
4424513467,Daucus pusillus,train
3747041484,Isocoma menziesii,train
4607464745,Lomatium dasycarpum,train
5935887067,Foeniculum vulgare,train
4028601793,Centaurea solstitialis,train
4400235773,Daucus carota,train
4440759547,Isocoma menziesii,train
4103430486,Scandix pecten-veneris,train
4034732521,Sanicula bipinnatifida,train
4062797536,Baccharis salicifolia,train
4908966923,Angelica capitellata,train
4102910346,Sanicula bipinnatifida,train
5133363798,Conium maculatum,train
4130089156,Artemisia douglasiana,train
5133447458,Torilis arvensis,train
4976307924,Heracleum maximum,train
3698360395,Silybum marianum,train
3859229156,Cynosurus echinatus,train
4908467005,Daucus pusillus,train
4528105230,Geraea canescens,train
4413387079,Isocoma menziesii,train
4039547400,Geraea canescens,train
4851981120,Lomatium dasycarpum,train
4606666871,Bromus rubens,train
4974224157,Isocoma menziesii,train
4424347496,Encelia californica,train
4442434114,Conium maculatum,train
5133392459,Hordeum murinum,train
4852176127,Sanicula crassicaulis,train
4901603141,Encelia californica,train
4974283343,Foeniculum vulgare,train
5037131415,Angelica hendersonii,train
5133298699,Torilis arvensis,train
3698053642,Artemisia douglasiana,train
3705494644,Nassella pulchra,train
4980236236,Bromus hordeaceus,train
3760332711,Matricaria discoidea,train
5291772459,Corethrogyne filaginifolia,train
3923475465,Corethrogyne filaginifolia,train
4921687222,Dittrichia graveolens,train
4974131572,Foeniculum vulgare,train
4126929299,Encelia farinosa,train
4165578452,Isocoma menziesii,train
3705470876,Briza minor,train
4919386800,Angelica capitellata,train
4994612138,Distichlis spicata,train
4091500310,Sanicula bipinnatifida,train
4937252435,Corethrogyne filaginifolia,train
4416684495,Corethrogyne filaginifolia,train
4165349729,Achillea millefolium,train
4935976227,Isocoma menziesii,train
3888923401,Angelica capitellata,train
3947457111,Foeniculum vulgare,train
4129853979,Angelica hendersonii,train
4440926608,Dittrichia graveolens,train
5936216359,Leymus condensatus,train
4162043887,Briza minor,train
4096965702,Lomatium dasycarpum,train
4137644525,Baccharis pilularis,train
4950289375,Cortaderia selloana,train
3860548395,Cynosurus echinatus,train
4138412611,Foeniculum vulgare,train
3772524339,Heracleum maximum,train
4902113845,Cenchrus setaceus,train
5133361205,Conium maculatum,train
3773447493,Bromus rubens,train
4138109923,Matricaria discoidea,train
4973951879,Encelia californica,train
5133694000,Matricaria discoidea,train
3888849510,Centaurea solstitialis,train
4046704402,Matricaria discoidea,train
4954576507,Foeniculum vulgare,train
4923997837,Isocoma menziesii,train
4102728146,Poa bulbosa,train
4606842630,Briza maxima,train
4039191828,Bromus rubens,train
4908238193,Foeniculum vulgare,train
4438965667,Conium maculatum,train
4946625149,Baccharis pilularis,train
3698123618,Bromus rubens,train
4138485588,Corethrogyne filaginifolia,train
4855100249,Briza minor,train
4138479628,Corethrogyne filaginifolia,train
4424179974,Cirsium vulgare,train
4416716635,Corethrogyne filaginifolia,train
4177295038,Angelica capitellata,train
4891990810,Bromus hordeaceus,train
4910638685,Daucus carota,train
4116077289,Bromus rubens,train
4120931097,Leymus condensatus,train
3466074912,Foeniculum vulgare,train
3759230757,Lomatium dasycarpum,train
5932463690,Bromus hordeaceus,train
5935390315,Dittrichia graveolens,train
4535729229,Sanicula crassicaulis,train
5133187922,Conium maculatum,train
4127085749,Briza minor,train
4599958470,Angelica hendersonii,train
4153911635,Hilaria rigida,train
3881786410,Isocoma menziesii,train
4414283490,Distichlis spicata,train
3963473168,Heracleum maximum,train
4112040625,Sanicula arctopoides,train
3860079941,Daucus carota,train
4067666835,Corethrogyne filaginifolia,train
3923486533,Achillea millefolium,train
5760144667,Encelia californica,train
3747245115,Sanicula arctopoides,train
4994531594,Silybum marianum,train
3759429444,Encelia farinosa,train
3747027862,Scandix pecten-veneris,train
3881450601,Angelica hendersonii,train
4111837649,Matricaria discoidea,train
4133751604,Hordeum murinum,train
4440918004,Leymus condensatus,train
5087232279,Baccharis salicifolia,train
4018571190,Geraea canescens,train
4919547313,Baccharis pilularis,train
4153419513,Conium maculatum,train
5133495374,Matricaria discoidea,train
4936232225,Daucus pusillus,train
5007568292,Briza maxima,train
4014837063,Cenchrus setaceus,train
4976338719,Leymus condensatus,train
5062617330,Bromus hordeaceus,train
3499711503,Centaurea solstitialis,train
5133399698,Hordeum murinum,train
3966499484,Heracleum maximum,train
4921464725,Bromus hordeaceus,train
4973908563,Encelia farinosa,train
3903464807,Silybum marianum,train
4952207010,Conium maculatum,train
5133441475,Conium maculatum,train
5133545689,Centaurea solstitialis,train
4034954462,Sanicula arctopoides,train
3759417365,Sanicula bipinnatifida,train
4076119786,Corethrogyne filaginifolia,train
4091710154,Poa bulbosa,train
4165554066,Cynosurus echinatus,train
5036855897,Cortaderia selloana,train
4606699335,Anthriscus caucalis,train
4597039177,Geraea canescens,train
4981985157,Daucus pusillus,train
3947513428,Distichlis spicata,train
3902505070,Daucus carota,train
5903988995,Hordeum murinum,train
4171824870,Baccharis pilularis,train
4855405012,Briza minor,train
3947459735,Arundo donax,train
4607383672,Hordeum murinum,train
4976442567,Heracleum maximum,train
4171210022,Angelica hendersonii,train
4950150248,Distichlis spicata,train
4945844755,Centaurea solstitialis,train
4176986110,Angelica capitellata,train
4953089273,Leymus condensatus,train
4911060514,Leymus condensatus,train
4901787141,Achillea millefolium,train
3773532561,Achillea millefolium,train
4901131630,Sanicula crassicaulis,train
4936257714,Dittrichia graveolens,train
4535763287,Hilaria rigida,train
3468989577,Nassella pulchra,train
3902870899,Isocoma menziesii,train
4980493040,Dittrichia graveolens,train
4852793753,Arundo donax,train
5133219525,Hordeum murinum,train
4606903831,Daucus carota,train
4436400508,Cenchrus setaceus,train
4921755290,Isocoma menziesii,train
4528320052,Silybum marianum,train
5133587829,Baccharis pilularis,train
4054945070,Cortaderia selloana,train
4439015499,Isocoma menziesii,train
4080501918,Geraea canescens,train
5828090786,Briza minor,train
4162358527,Baccharis salicifolia,train
5935179717,Cenchrus setaceus,train
5133457726,Hordeum murinum,train
4945620600,Cortaderia selloana,train
4867705254,Corethrogyne filaginifolia,train
5215705407,Dittrichia graveolens,train
4011542459,Silybum marianum,train
4519286320,Baccharis pilularis,train
4978343977,Centaurea solstitialis,train
4855544077,Bromus hordeaceus,train
5104362725,Anthriscus caucalis,train
3802310631,Matricaria discoidea,train
3785048953,Matricaria discoidea,train
4854839943,Encelia farinosa,train
4516563947,Arundo donax,train
4981895981,Sanicula bipinnatifida,train
3468905664,Sanicula bipinnatifida,train
4512444783,Silybum marianum,train
4921758818,Foeniculum vulgare,train
5133360409,Lomatium dasycarpum,train
3764423546,Matricaria discoidea,train
