gbifID,occurrenceID,species,decimalLatitude,decimalLongitude,doy,image_path,file_exists,split_iid,lat_sin,lat_cos,lon_sin,lon_cos,doy_sin,doy_cos,label_species
4919308983,https://www.inaturalist.org/observations/230211700,Matricaria discoidea,37.831872,-122.532862,228,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Matricaria_discoidea/4919308983.jpg,True,train,0.9688592397522813,0.24761214337473758,-0.8430831388654328,-0.5377832471924069,0.6979441547663435,0.7161521883143933,34
4908325883,https://www.inaturalist.org/observations/225408172,Cortaderia selloana,36.963336,-122.026138,203,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cortaderia_selloana/4908325883.jpg,True,train,0.9609081439648344,0.2768673669142991,-0.8478062618462942,-0.5303060836669828,0.33663728424691025,0.9416343976591259,18
5133341384,https://www.inaturalist.org/observations/160190966,Conium maculatum,35.90632,-119.37628,150,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Conium_maculatum/5133341384.jpg,True,train,0.9500409324940771,0.3121253379426035,-0.8714169667311107,-0.49054303592360815,-0.5366961939916004,0.8437755598231856,16
3802559531,https://www.inaturalist.org/observations/117757321,Encelia farinosa,33.946053,-117.399048,160,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Encelia_farinosa/3802559531.jpg,True,train,0.9264767872945592,0.3763519132465678,-0.88782303147924,-0.46018503319318455,-0.3846650997070012,0.9230562068841761,25
4111601469,https://www.inaturalist.org/observations/155557025,Scandix pecten-veneris,33.555978,-117.563438,135,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Scandix_pecten-veneris/4111601469.jpg,True,train,0.9212665846129633,0.3889317164690554,-0.8864990406165019,-0.46273043014915477,-0.7338853664321991,0.6792733388972931,41
4900847135,https://www.inaturalist.org/observations/224511779,Achillea millefolium,36.609013,-121.950654,202,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4900847135.jpg,True,train,0.9574103833276314,0.2887305974371922,-0.8485041746372296,-0.5291886862199472,0.3204232733919112,0.9472744722987169,0
4854997110,https://www.inaturalist.org/observations/210240101,Encelia californica,33.089102,-116.983635,147,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Encelia_californica/4854997110.jpg,True,train,0.9148060881914755,0.4038933287488298,-0.8911361580306674,-0.4537359891504545,-0.5794210982045637,0.8150283375168114,24
4952601628,https://www.inaturalist.org/observations/244524055,Encelia californica,33.83872,-118.202944,298,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Encelia_californica/4952601628.jpg,True,train,0.9250602372182225,0.37982042798902477,-0.8812791700651592,-0.47259604781384296,0.9197204370389467,-0.39257396461417177,24
4525034603,https://www.inaturalist.org/observations/121642846,Sanicula bipinnatifida,36.452228,-121.772631,180,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_bipinnatifida/4525034603.jpg,True,train,0.955815879974148,0.2939659905316349,-0.8501443118174674,-0.5265497593622133,-0.05147875477034654,0.9986740898848305,39
4133695832,https://www.inaturalist.org/observations/167090756,Daucus pusillus,33.524638,-117.280197,192,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Daucus_pusillus/4133695832.jpg,True,train,0.9208405528695837,0.38993932372978163,-0.8887757014980328,-0.45834239649707265,0.15389057670406178,0.9880878960910772,21
4080557505,https://www.inaturalist.org/observations/145459979,Lomatium dasycarpum,38.509934,-122.097216,85,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Lomatium_dasycarpum/4080557505.jpg,True,train,0.9744480106837039,0.22461316629835407,-0.8471477410212168,-0.5313574172651111,-0.9937806700284985,-0.11135519690480884,33
4096789588,https://www.inaturalist.org/observations/151566258,Sanicula bipinnatifida,32.822481,-116.766739,107,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_bipinnatifida/4096789588.jpg,True,train,0.9110075578485997,0.4123896574148416,-0.8928474087460485,-0.4503593062161218,-0.9648061359537646,0.26296220265651465,39
5133382758,https://www.inaturalist.org/observations/211961954,Anthriscus caucalis,34.408707,-119.877486,149,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Anthriscus_caucalis/5133382758.jpg,True,train,0.9324336672995581,0.36134119068589027,-0.8670925594853393,-0.4981470598981423,-0.5511016400746,0.8344381237138473,3
5069695197,https://www.inaturalist.org/observations/214524517,Nassella pulchra,32.587397,-117.119753,158,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Nassella_pulchra/5069695197.jpg,True,train,0.9075928621086579,0.4198513982939853,-0.8900557003776183,-0.455851785370319,-0.41612469599147445,0.9093075592922358,35
4993776818,https://www.inaturalist.org/observations/250589672,Artemisia californica,35.30333,-120.651475,335,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Artemisia_californica/4993776818.jpg,True,train,0.9432612616292972,0.3320514904491569,-0.8602843526983923,-0.5098145079362768,0.5074150932938454,-0.8617017599480682,4
3961445654,https://www.inaturalist.org/observations/140848297,Cirsium vulgare,33.647902,-117.693533,330,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cirsium_vulgare/3961445654.jpg,True,train,0.9225098255333319,0.38597360245807155,-0.8854460870419624,-0.4647421079933231,0.5794210982045638,-0.8150283375168113,15
4102722245,https://www.inaturalist.org/observations/157348002,Sanicula bipinnatifida,36.977119,-122.083225,148,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_bipinnatifida/4102722245.jpg,True,train,0.9610412384718371,0.2764050252012753,-0.8472774674076265,-0.5311505372522165,-0.5653446739747429,0.8248547748594244,39
4904218450,https://www.inaturalist.org/observations/224227127,Encelia farinosa,33.924117,-116.642088,201,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Encelia_farinosa/4904218450.jpg,True,train,0.9261883389768134,0.37706121617500166,-0.8938250833636876,-0.448415789585845,0.30411483232751785,0.9526353808033826,25
6131089539,https://www.inaturalist.org/observations/188808175,Distichlis spicata,36.238188,-121.815033,323,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Distichlis_spicata/6131089539.jpg,True,train,0.9535928836958462,0.30109900724618854,-0.8497544035253859,-0.5271787682458537,0.672949024155833,-0.7396888608649667,22
6147655326,https://www.inaturalist.org/observations/171477844,Artemisia douglasiana,39.569874,-120.27108,216,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Artemisia_douglasiana/6147655326.jpg,True,train,0.9820896582322279,0.18841417991569964,-0.8636501005359783,-0.5040917613333851,0.5366961939916004,0.8437755598231856,5
3860628394,https://www.inaturalist.org/observations/122529062,Cynosurus echinatus,38.849828,-121.207205,190,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cynosurus_echinatus/3860628394.jpg,True,train,0.9770442953975671,0.21303625238693924,-0.8552991109973445,-0.5181345681646344,0.11988119229922722,0.99278824516254,19
4952880234,https://www.inaturalist.org/observations/106777517,Achillea millefolium,34.357205,-117.850442,74,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4952880234.jpg,True,train,0.9317825565094117,0.36301689683096716,-0.8841700354680081,-0.4671652259966503,-0.9552106508146317,-0.2959267013472892,0
3759163265,https://www.inaturalist.org/observations/109791400,Lomatium dasycarpum,32.832857,-117.094699,118,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Lomatium_dasycarpum/3759163265.jpg,True,train,0.9111568618009502,0.4120596718838718,-0.8902549477719103,-0.4554625428810071,-0.8982917515547529,0.43939950965914154,33
4507831973,https://www.inaturalist.org/observations/174015005,Cirsium vulgare,33.670555,-117.626388,230,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cirsium_vulgare/4507831973.jpg,True,train,0.9228147414242301,0.38524401748778814,-0.8859901107951971,-0.46370413365972324,0.7221165966101162,0.691771364614222,15
4121292933,https://www.inaturalist.org/observations/162925561,Heracleum maximum,38.042786,-122.829733,149,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Heracleum_maximum/4121292933.jpg,True,train,0.9706559575117658,0.24047247690103152,-0.8402853769474836,-0.5421443399024151,-0.5511016400746,0.8344381237138473,28
4607446357,https://www.inaturalist.org/observations/204360024,Isocoma menziesii,33.368667,-118.48095,118,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Isocoma_menziesii/4607446357.jpg,True,train,0.918703924279164,0.3949469578488536,-0.8789757123205735,-0.4768665401876508,-0.8982917515547529,0.43939950965914154,31
4129978034,https://www.inaturalist.org/observations/164872711,Artemisia californica,34.044037,-117.231865,181,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Artemisia_californica/4129978034.jpg,True,train,0.9277585971514535,0.3731809017240392,-0.8891620211243394,-0.45759250451693356,-0.034327600513243496,0.9994106342455052,4
4018123029,https://www.inaturalist.org/observations/146443151,Hilaria rigida,33.1023,-116.472397,37,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Hilaria_rigida/4018123029.jpg,True,train,0.9149920635938806,0.40347183738175824,-0.895149219439645,-0.4457666148744142,-0.593326764377232,-0.8049617075821959,29
4987451254,https://www.inaturalist.org/observations/253120451,Distichlis spicata,35.317658,-120.857847,319,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Distichlis_spicata/4987451254.jpg,True,train,0.9434272163952123,0.3315796847890131,-0.858442490204303,-0.5129098273691344,0.7221165966101163,-0.6917713646142218,22
5104311368,https://www.inaturalist.org/observations/215495103,Anthriscus caucalis,41.86475,-122.458558,161,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Anthriscus_caucalis/5104311368.jpg,True,train,0.9940173228448996,0.10922253377512618,-0.8437798536205803,-0.5366894433692843,-0.36876293119226017,0.9295234803804003,3
4846784149,https://www.inaturalist.org/observations/206696319,Scandix pecten-veneris,37.315788,-122.198083,131,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Scandix_pecten-veneris/4846784149.jpg,True,train,0.9642416071685114,0.2650247592303145,-0.8462109946079994,-0.5328479638738807,-0.7787639308347606,0.6273170968742939,41
3966635752,https://www.inaturalist.org/observations/141548400,Dittrichia graveolens,34.389605,-119.001078,339,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Dittrichia_graveolens/3966635752.jpg,True,train,0.9321925229379125,0.36196284364372183,-0.8746105854615928,-0.48482607582361936,0.44709379298511426,-0.8944870822287955,23
5133199191,https://www.inaturalist.org/observations/150630223,Conium maculatum,37.52494,-120.319865,96,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Conium_maculatum/5133199191.jpg,True,train,0.9661507803825022,0.2579780408606165,-0.8632205741180802,-0.5048269410592624,-0.9970175264485267,0.07717546212664653,16
5133271239,https://www.inaturalist.org/observations/154634860,Scandix pecten-veneris,36.463127,-121.81846,132,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Scandix_pecten-veneris/5133271239.jpg,True,train,0.9559276492402281,0.2936023321059482,-0.8497228701603947,-0.5272295931815483,-0.7678804460366,0.6405931786981752,41
4096489450,https://www.inaturalist.org/observations/110307865,Poa bulbosa,38.813176,-120.391783,121,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Poa_bulbosa/4096489450.jpg,True,train,0.9767709380701919,0.21428610440594906,-0.8625862325139215,-0.5059100626370648,-0.8744809578310397,0.4850598461951962,36
4424189634,https://www.inaturalist.org/observations/163327955,Daucus pusillus,34.038511,-117.34195,173,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Daucus_pusillus/4424189634.jpg,True,train,0.9276865956137825,0.3733598536512869,-0.888281187070021,-0.4593000464810278,-0.1708297432253442,0.985300562686109,21
4129794821,https://www.inaturalist.org/observations/164881766,Nassella pulchra,33.543363,-117.269638,181,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Nassella_pulchra/4129794821.jpg,True,train,0.9210952305519347,0.38933735532886954,-0.8888601540116242,-0.4581785968489053,-0.034327600513243496,0.9994106342455052,35
4973806951,https://www.inaturalist.org/observations/248378130,Cirsium vulgare,36.954442,-122.088555,320,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cirsium_vulgare/4973806951.jpg,True,train,0.9608221416455034,0.2771656763088609,-0.847228052905619,-0.5312293538291665,0.7101350157125357,-0.7040655221348058,15
4076191358,https://www.inaturalist.org/observations/153002646,Lomatium dasycarpum,38.783843,-123.040625,121,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Lomatium_dasycarpum/4076191358.jpg,True,train,0.9765510153580761,0.21528612217955606,-0.8382841862960362,-0.5452335490466378,-0.8744809578310397,0.4850598461951962,33
4901120107,https://www.inaturalist.org/observations/224513963,Hordeum murinum,39.445114,-123.794789,202,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Hordeum_murinum/4901120107.jpg,True,train,0.9812598144106661,0.19268932669648567,-0.8310350604270512,-0.5562200359039643,0.3204232733919112,0.9472744722987169,30
3698057790,https://www.inaturalist.org/observations/107161320,Sanicula bipinnatifida,38.508607,-122.105,80,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_bipinnatifida/3698057790.jpg,True,train,0.9744376053232114,0.2246583035010397,-0.84707554488233,-0.5314725028280427,-0.980575394063143,-0.19614254142819687,39
4112059692,https://www.inaturalist.org/observations/160172557,Foeniculum vulgare,35.332649,-120.725551,156,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Foeniculum_vulgare/4112059692.jpg,True,train,0.9436005977676123,0.3310859584648749,-0.8596245099616596,-0.5109263174599411,-0.44709379298511387,0.8944870822287956,26
5062649519,https://www.inaturalist.org/observations/161717997,Arundo donax,33.318402,-117.165474,164,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Arundo_donax/5062649519.jpg,True,train,0.9180095446628048,0.3965582881594958,-0.8896916555199116,-0.45656188857397967,-0.3204232733919112,0.9472744722987169,6
4872523885,https://www.inaturalist.org/observations/218138459,Polypogon monspeliensis,32.635089,-117.141197,173,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Polypogon_monspeliensis/4872523885.jpg,True,train,0.908290557967266,0.41833988849679715,-0.8898850271229731,-0.4561848731625649,-0.1708297432253442,0.985300562686109,37
4607183095,https://www.inaturalist.org/observations/205861235,Scandix pecten-veneris,39.79131,-123.406369,126,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Scandix_pecten-veneris/4607183095.jpg,True,train,0.9835166672060972,0.18081749176396347,-0.8347866666555026,-0.55057353838901,-0.8296770135526189,0.5582437220268647,41
4022322755,https://www.inaturalist.org/observations/146849553,Sanicula crassicaulis,36.998803,-122.055405,48,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_crassicaulis/4022322755.jpg,True,train,0.9612501780933356,0.27567752014905134,-0.8475352679816286,-0.5307390785756302,-0.7338853664321991,-0.6792733388972931,40
4102570746,https://www.inaturalist.org/observations/156761577,Artemisia californica,36.513804,-121.945191,146,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Artemisia_californica/4102570746.jpg,True,train,0.9564455243922872,0.29191087487444284,-0.8485546275122497,-0.5291077812010963,-0.593326764377232,0.8049617075821959,4
3923505747,https://www.inaturalist.org/observations/136665528,Dittrichia graveolens,33.094325,-117.203063,295,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Dittrichia_graveolens/3923505747.jpg,True,train,0.9148797096450563,0.4037265372498784,-0.8893919358234578,-0.45714547410228434,0.9387101892619443,-0.3447073839879337,23
5104270236,https://www.inaturalist.org/observations/208524025,Anthriscus caucalis,32.74864,-116.665202,139,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Anthriscus_caucalis/5104270236.jpg,True,train,0.9099415831372505,0.41473644073998894,-0.8936441127996617,-0.4487763358940683,-0.6855476064742155,0.7280278011569848,3
4950384861,https://www.inaturalist.org/observations/242604727,Cirsium vulgare,41.152892,-122.31103,234,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cirsium_vulgare/4950384861.jpg,True,train,0.9909967205498298,0.13388614513639024,-0.8451589494870527,-0.5345150606876681,0.7678804460366,0.6405931786981752,15
3947119592,https://www.inaturalist.org/observations/122520450,Daucus pusillus,38.027098,-122.962467,196,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Daucus_pusillus/3947119592.jpg,True,train,0.9705241257607272,0.24100398610059567,-0.8390271670781166,-0.544089526553186,0.2213252843824325,0.9752000402445825,21
4952611488,https://www.inaturalist.org/observations/244701893,Briza maxima,38.026919,-122.882858,270,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Briza_maxima/4952611488.jpg,True,train,0.9705226198817039,0.2410100502011355,-0.8397823362437873,-0.5429232245289629,0.9970175264485267,0.07717546212664653,9
3915536861,https://www.inaturalist.org/observations/136585833,Angelica capitellata,33.769848,-116.658651,295,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3915536861.jpg,True,train,0.9241444437488215,0.3820432529023137,-0.8936954184825062,-0.44867415680355155,0.9387101892619443,-0.3447073839879337,1
3466016169,https://www.inaturalist.org/observations/105402002,Angelica hendersonii,37.99238,-122.970008,52,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_hendersonii/3466016169.jpg,True,train,0.9702313435884545,0.24217997423102966,-0.838955549316485,-0.5441999506349435,-0.7787639308347607,-0.6273170968742938,2
3759098158,https://www.inaturalist.org/observations/109707196,Cirsium vulgare,34.128686,-119.102814,115,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cirsium_vulgare/3759098158.jpg,True,train,0.92885722320552,0.37043792853719876,-0.8737483363172519,-0.4863782939059211,-0.9197204370389466,0.3925739646141719,15
3759389336,https://www.inaturalist.org/observations/111883068,Achillea millefolium,36.952387,-122.066017,135,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3759389336.jpg,True,train,0.9608022572391046,0.277234598281386,-0.8474369529568482,-0.5308960451568769,-0.7338853664321991,0.6792733388972931,0
4919440114,https://www.inaturalist.org/observations/231304066,Cortaderia selloana,32.642883,-117.023856,232,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Cortaderia_selloana/4919440114.jpg,True,train,0.9084043387059445,0.41809276174099885,-0.8908174208679289,-0.4543614449732847,0.7454378568683002,0.6665751282095631,18
3743202436,https://www.inaturalist.org/observations/107053579,Conium maculatum,36.337676,-119.170745,79,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Conium_maculatum/3743202436.jpg,True,train,0.9546327838350394,0.29778557390740573,-0.8731710626959223,-0.48741388497915594,-0.9770638564833508,-0.21294651993841548,16
3988633621,https://www.inaturalist.org/observations/141855573,Dittrichia graveolens,37.329193,-121.681219,342,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Dittrichia_graveolens/3988633621.jpg,True,train,0.9643655127229178,0.2645735396268189,-0.8509833082158603,-0.5251927352296394,0.40045390565126676,-0.9163169044870046,23
4596799077,https://www.inaturalist.org/observations/163760772,Sanicula bipinnatifida,40.869633,-122.869588,175,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Sanicula_bipinnatifida/4596799077.jpg,True,train,0.9896244870222225,0.14367802436699573,-0.8399080575568127,-0.5427287120202337,-0.13690605792347524,0.990584035457797,39
4908694226,https://www.inaturalist.org/observations/226982947,Daucus pusillus,37.828518,-122.534462,212,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Daucus_pusillus/4908694226.jpg,True,train,0.9688302435030796,0.2477255725066822,-0.8430681207953871,-0.5378067903053424,0.47753588643748823,0.8786122450571483,21
4982119099,https://www.inaturalist.org/observations/248052095,Angelica hendersonii,37.998211,-123.012292,261,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_hendersonii/4982119099.jpg,True,train,0.970280616874397,0.24198248803960898,-0.838553704036031,-0.5448189474012926,0.9732643737003824,0.22968774213179574,2
