gbifID,occurrenceID,species,decimalLatitude,decimalLongitude,doy,label_species,image_path
4936148227,https://www.inaturalist.org/observations/237037090,Achillea millefolium,40.227887,-124.321228,258,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4936148227.jpg
4600092108,https://www.inaturalist.org/observations/203682141,Achillea millefolium,37.189352,-121.68266,113,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4600092108.jpg
3923486533,https://www.inaturalist.org/observations/119950104,Achillea millefolium,38.633503,-120.628092,178,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3923486533.jpg
4872090403,https://www.inaturalist.org/observations/199716924,Achillea millefolium,37.244934,-122.417892,78,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4872090403.jpg
4921671885,https://www.inaturalist.org/observations/232977092,Achillea millefolium,34.223622,-116.965147,241,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4921671885.jpg
4145468179,https://www.inaturalist.org/observations/170327852,Achillea millefolium,36.46922,-121.905342,209,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4145468179.jpg
4926285170,https://www.inaturalist.org/observations/235228588,Achillea millefolium,35.99456,-118.098104,195,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4926285170.jpg
5760987238,https://www.inaturalist.org/observations/177901995,Achillea millefolium,41.742262,-121.520392,171,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5760987238.jpg
6131284517,https://www.inaturalist.org/observations/175861472,Achillea millefolium,40.946653,-122.98275,239,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/6131284517.jpg
5837643174,https://www.inaturalist.org/observations/250193603,Achillea millefolium,38.3172,-123.036568,328,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5837643174.jpg
4022158585,https://www.inaturalist.org/observations/147045729,Achillea millefolium,32.913308,-116.808574,51,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4022158585.jpg
4952880234,https://www.inaturalist.org/observations/106777517,Achillea millefolium,34.357205,-117.850442,74,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4952880234.jpg
3892368148,https://www.inaturalist.org/observations/130967876,Achillea millefolium,39.432999,-120.247341,253,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3892368148.jpg
4028950286,https://www.inaturalist.org/observations/147721452,Achillea millefolium,37.723446,-122.477108,60,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4028950286.jpg
4500465168,https://www.inaturalist.org/observations/165358366,Achillea millefolium,37.563751,-118.784355,183,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4500465168.jpg
4868005770,https://www.inaturalist.org/observations/216709668,Achillea millefolium,41.73349,-123.984456,167,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4868005770.jpg
4901058361,https://www.inaturalist.org/observations/222959333,Achillea millefolium,38.938569,-120.067339,194,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4901058361.jpg
3923562473,https://www.inaturalist.org/observations/108483560,Achillea millefolium,36.467799,-121.853278,102,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3923562473.jpg
5087466121,https://www.inaturalist.org/observations/263813196,Achillea millefolium,35.671109,-121.262401,73,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5087466121.jpg
4974080739,https://www.inaturalist.org/observations/218583540,Achillea millefolium,33.430545,-118.492325,167,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4974080739.jpg
4080489142,https://www.inaturalist.org/observations/153944148,Achillea millefolium,41.000275,-124.113086,128,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4080489142.jpg
3961111947,https://www.inaturalist.org/observations/140201752,Achillea millefolium,36.673062,-121.814622,327,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3961111947.jpg
3902594505,https://www.inaturalist.org/observations/131926335,Achillea millefolium,37.997083,-123.015817,262,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3902594505.jpg
4863884564,https://www.inaturalist.org/observations/215622696,Achillea millefolium,37.966992,-122.580108,163,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4863884564.jpg
3860547775,https://www.inaturalist.org/observations/122980856,Achillea millefolium,32.885183,-116.602363,201,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3860547775.jpg
4900847135,https://www.inaturalist.org/observations/224511779,Achillea millefolium,36.609013,-121.950654,202,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4900847135.jpg
3773532561,https://www.inaturalist.org/observations/114553156,Achillea millefolium,32.914796,-116.519366,151,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3773532561.jpg
3889115498,https://www.inaturalist.org/observations/124807148,Achillea millefolium,33.806606,-116.654961,214,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3889115498.jpg
4413926128,https://www.inaturalist.org/observations/182702461,Achillea millefolium,41.385782,-122.295722,280,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4413926128.jpg
4528079566,https://www.inaturalist.org/observations/200344024,Achillea millefolium,36.622208,-121.694953,84,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4528079566.jpg
4111732737,https://www.inaturalist.org/observations/159002719,Achillea millefolium,38.314147,-122.331188,151,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4111732737.jpg
3986226383,https://www.inaturalist.org/observations/143213255,Achillea millefolium,33.66161,-117.900826,358,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3986226383.jpg
4535662838,https://www.inaturalist.org/observations/200848883,Achillea millefolium,39.305274,-123.779779,87,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4535662838.jpg
4130289417,https://www.inaturalist.org/observations/165630266,Achillea millefolium,35.307412,-120.693857,184,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4130289417.jpg
4438763413,https://www.inaturalist.org/observations/189784541,Achillea millefolium,36.649113,-121.827486,332,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4438763413.jpg
4165349729,https://www.inaturalist.org/observations/174192953,Achillea millefolium,36.452945,-121.926537,227,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4165349729.jpg
4982150693,https://www.inaturalist.org/observations/251596932,Achillea millefolium,36.11122,-118.52981,343,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4982150693.jpg
4421062923,https://www.inaturalist.org/observations/185595116,Achillea millefolium,36.566589,-118.267861,298,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4421062923.jpg
4162244037,https://www.inaturalist.org/observations/173328272,Achillea millefolium,34.456302,-119.651073,225,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4162244037.jpg
3912329683,https://www.inaturalist.org/observations/135613188,Achillea millefolium,37.504417,-122.500428,282,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3912329683.jpg
5230602626,https://www.inaturalist.org/observations/297359109,Achillea millefolium,40.884188,-124.153671,153,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5230602626.jpg
4945881872,https://www.inaturalist.org/observations/221884938,Achillea millefolium,39.807605,-121.483082,189,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4945881872.jpg
4874993039,https://www.inaturalist.org/observations/219468577,Achillea millefolium,32.987138,-116.578221,180,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4874993039.jpg
4138048794,https://www.inaturalist.org/observations/168088031,Achillea millefolium,39.435789,-122.924389,194,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4138048794.jpg
3961362472,https://www.inaturalist.org/observations/140737891,Achillea millefolium,32.878513,-117.231719,331,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3961362472.jpg
5153042364,https://www.inaturalist.org/observations/162080937,Achillea millefolium,34.305087,-119.197308,166,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5153042364.jpg
4102975697,https://www.inaturalist.org/observations/159246454,Achillea millefolium,32.97356,-118.5545,150,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4102975697.jpg
3743044122,https://www.inaturalist.org/observations/108657820,Achillea millefolium,39.88303,-121.695578,104,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3743044122.jpg
4872393711,https://www.inaturalist.org/observations/207017930,Achillea millefolium,32.998253,-117.237453,133,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4872393711.jpg
4414191680,https://www.inaturalist.org/observations/182728918,Achillea millefolium,36.771757,-118.340899,279,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4414191680.jpg
3759389336,https://www.inaturalist.org/observations/111883068,Achillea millefolium,36.952387,-122.066017,135,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3759389336.jpg
4936615872,https://www.inaturalist.org/observations/202858042,Achillea millefolium,32.985762,-116.577613,107,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4936615872.jpg
4952683405,https://www.inaturalist.org/observations/207682857,Achillea millefolium,34.221328,-117.871605,136,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4952683405.jpg
4165369544,https://www.inaturalist.org/observations/173312808,Achillea millefolium,40.434009,-123.504498,226,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4165369544.jpg
4902146362,https://www.inaturalist.org/observations/223904609,Achillea millefolium,36.521063,-121.950662,199,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4902146362.jpg
4597288299,https://www.inaturalist.org/observations/201551983,Achillea millefolium,36.656722,-121.793787,95,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4597288299.jpg
3966362655,https://www.inaturalist.org/observations/141093678,Achillea millefolium,37.996964,-123.015425,333,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3966362655.jpg
4028818089,https://www.inaturalist.org/observations/147215470,Achillea millefolium,36.463605,-121.767473,53,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4028818089.jpg
3860001763,https://www.inaturalist.org/observations/124252674,Achillea millefolium,40.521513,-123.938352,210,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3860001763.jpg
4937014837,https://www.inaturalist.org/observations/239256846,Achillea millefolium,33.77389,-116.66415,270,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4937014837.jpg
3873493881,https://www.inaturalist.org/observations/126147403,Achillea millefolium,37.225113,-118.833412,211,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3873493881.jpg
4420725828,https://www.inaturalist.org/observations/185628827,Achillea millefolium,38.301403,-123.054619,300,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4420725828.jpg
3915441247,https://www.inaturalist.org/observations/136000297,Achillea millefolium,32.861371,-116.444807,290,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3915441247.jpg
5154396658,https://www.inaturalist.org/observations/227901614,Achillea millefolium,36.497017,-118.211661,214,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5154396658.jpg
4901787141,https://www.inaturalist.org/observations/223913279,Achillea millefolium,34.459694,-119.691656,199,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4901787141.jpg
4945575323,https://www.inaturalist.org/observations/207309829,Achillea millefolium,35.662697,-121.256617,134,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4945575323.jpg
3892607728,https://www.inaturalist.org/observations/130391801,Achillea millefolium,39.488347,-123.798317,244,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3892607728.jpg
4909127156,https://www.inaturalist.org/observations/228283334,Achillea millefolium,32.731699,-117.147005,219,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4909127156.jpg
4076379383,https://www.inaturalist.org/observations/152173062,Achillea millefolium,34.138108,-118.296636,137,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4076379383.jpg
4973855115,https://www.inaturalist.org/observations/248381365,Achillea millefolium,38.848396,-121.245848,320,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4973855115.jpg
4908768577,https://www.inaturalist.org/observations/229659881,Achillea millefolium,35.463742,-118.347038,223,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4908768577.jpg
3858657373,https://www.inaturalist.org/observations/121361333,Achillea millefolium,37.839427,-119.837639,186,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3858657373.jpg
4116571387,https://www.inaturalist.org/observations/161911175,Achillea millefolium,33.878692,-118.405188,165,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4116571387.jpg
4145686881,https://www.inaturalist.org/observations/170522609,Achillea millefolium,40.937653,-124.101761,211,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4145686881.jpg
4954509696,https://www.inaturalist.org/observations/230233198,Achillea millefolium,37.995605,-123.023258,227,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4954509696.jpg
4875542347,https://www.inaturalist.org/observations/216329165,Achillea millefolium,39.008342,-122.811028,166,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4875542347.jpg
3872992226,https://www.inaturalist.org/observations/126011247,Achillea millefolium,33.805712,-116.639795,222,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3872992226.jpg
3923625485,https://www.inaturalist.org/observations/117822143,Achillea millefolium,33.121599,-116.667274,169,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3923625485.jpg
4852200827,https://www.inaturalist.org/observations/207773402,Achillea millefolium,38.453213,-123.13102,136,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4852200827.jpg
4903813109,https://www.inaturalist.org/observations/225317348,Achillea millefolium,38.191193,-119.99678,205,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4903813109.jpg
4852930313,https://www.inaturalist.org/observations/208645753,Achillea millefolium,38.674756,-120.776866,141,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4852930313.jpg
3925058098,https://www.inaturalist.org/observations/137911405,Achillea millefolium,38.220775,-122.97573,307,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3925058098.jpg
4029048506,https://www.inaturalist.org/observations/147367560,Achillea millefolium,34.166175,-119.046761,54,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4029048506.jpg
4145261953,https://www.inaturalist.org/observations/170345780,Achillea millefolium,33.735675,-117.683175,210,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4145261953.jpg
3860388560,https://www.inaturalist.org/observations/120409447,Achillea millefolium,38.33765,-119.477225,185,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3860388560.jpg
3466074279,https://www.inaturalist.org/observations/105524404,Achillea millefolium,34.047763,-119.556829,53,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/3466074279.jpg
5837640303,https://www.inaturalist.org/observations/181827530,Achillea millefolium,39.360413,-120.266687,274,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/5837640303.jpg
4112174711,https://www.inaturalist.org/observations/160171368,Achillea millefolium,40.865193,-124.159862,156,0,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Achillea_millefolium/4112174711.jpg
4910658101,https://www.inaturalist.org/observations/230120310,Angelica capitellata,38.152849,-119.36275,228,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4910658101.jpg
3881438742,https://www.inaturalist.org/observations/128313798,Angelica capitellata,36.605767,-118.728025,234,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3881438742.jpg
4926346666,https://www.inaturalist.org/observations/236793463,Angelica capitellata,38.689086,-120.0082,257,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4926346666.jpg
4926066310,https://www.inaturalist.org/observations/235797291,Angelica capitellata,33.77661,-116.66495,252,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4926066310.jpg
4421133645,https://www.inaturalist.org/observations/185217381,Angelica capitellata,40.410397,-121.573739,271,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4421133645.jpg
4177295038,https://www.inaturalist.org/observations/177925447,Angelica capitellata,34.219489,-116.977138,251,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4177295038.jpg
3892303230,https://www.inaturalist.org/observations/131015113,Angelica capitellata,37.632997,-118.977024,253,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3892303230.jpg
3985743707,https://www.inaturalist.org/observations/130324623,Angelica capitellata,36.769257,-118.350189,243,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3985743707.jpg
4424523650,https://www.inaturalist.org/observations/186930720,Angelica capitellata,38.413313,-119.37233,308,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4424523650.jpg
3468780830,https://www.inaturalist.org/observations/106218731,Angelica capitellata,37.632836,-118.976796,65,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3468780830.jpg
4936631967,https://www.inaturalist.org/observations/237507595,Angelica capitellata,37.420222,-118.754845,230,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4936631967.jpg
4413970084,https://www.inaturalist.org/observations/182870550,Angelica capitellata,37.591322,-119.057263,281,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4413970084.jpg
4925962501,https://www.inaturalist.org/observations/234447236,Angelica capitellata,37.579546,-119.374362,245,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4925962501.jpg
4438753908,https://www.inaturalist.org/observations/180077203,Angelica capitellata,36.438013,-118.589929,210,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4438753908.jpg
4936125198,https://www.inaturalist.org/observations/238712885,Angelica capitellata,38.064517,-119.346267,247,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4936125198.jpg
5897813974,https://www.inaturalist.org/observations/327144430,Angelica capitellata,36.771381,-118.347467,221,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/5897813974.jpg
4904187359,https://www.inaturalist.org/observations/225198372,Angelica capitellata,40.35358,-121.226142,204,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4904187359.jpg
5167433264,https://www.inaturalist.org/observations/279542881,Angelica capitellata,36.584595,-118.732103,289,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/5167433264.jpg
4987795241,https://www.inaturalist.org/observations/236936764,Angelica capitellata,37.190278,-118.564537,257,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4987795241.jpg
3903655219,https://www.inaturalist.org/observations/134366881,Angelica capitellata,39.432866,-120.246964,246,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3903655219.jpg
4919231755,https://www.inaturalist.org/observations/231876422,Angelica capitellata,40.496322,-121.535662,234,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4919231755.jpg
4974021494,https://www.inaturalist.org/observations/247693361,Angelica capitellata,36.596731,-118.743239,313,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4974021494.jpg
4911094270,https://www.inaturalist.org/observations/231122231,Angelica capitellata,41.557537,-123.063528,229,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4911094270.jpg
4438668876,https://www.inaturalist.org/observations/174770906,Angelica capitellata,38.776693,-119.899285,233,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4438668876.jpg
3892374523,https://www.inaturalist.org/observations/129339203,Angelica capitellata,38.677011,-119.990032,243,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3892374523.jpg
3889102569,https://www.inaturalist.org/observations/128674589,Angelica capitellata,40.459897,-121.444437,240,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3889102569.jpg
4952450928,https://www.inaturalist.org/observations/245049293,Angelica capitellata,39.431042,-120.241805,281,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4952450928.jpg
4413799241,https://www.inaturalist.org/observations/182533519,Angelica capitellata,38.020806,-119.265853,276,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4413799241.jpg
3881870394,https://www.inaturalist.org/observations/128906402,Angelica capitellata,33.776794,-116.667174,241,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/3881870394.jpg
5062888683,https://www.inaturalist.org/observations/252819818,Angelica capitellata,38.316435,-119.661754,241,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/5062888683.jpg
4438647921,https://www.inaturalist.org/observations/180705346,Angelica capitellata,38.71928,-120.01138,262,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4438647921.jpg
4903891022,https://www.inaturalist.org/observations/225355062,Angelica capitellata,39.342595,-120.226004,206,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4903891022.jpg
4424159148,https://www.inaturalist.org/observations/186122432,Angelica capitellata,40.460597,-121.4752,278,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4424159148.jpg
4500624229,https://www.inaturalist.org/observations/194259647,Angelica capitellata,38.018425,-119.271697,306,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4500624229.jpg
4950334485,https://www.inaturalist.org/observations/242903838,Angelica capitellata,38.684103,-120.065867,290,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4950334485.jpg
4438874893,https://www.inaturalist.org/observations/176837706,Angelica capitellata,38.955397,-120.107679,244,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4438874893.jpg
4424602984,https://www.inaturalist.org/observations/185295343,Angelica capitellata,40.492025,-121.466442,297,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4424602984.jpg
5133815253,https://www.inaturalist.org/observations/270884498,Angelica capitellata,37.142825,-118.553925,297,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/5133815253.jpg
4973883267,https://www.inaturalist.org/observations/234379786,Angelica capitellata,37.586649,-119.362191,242,1,/Users/nehasajja/Documents/DS26_Final/plant-geopriors/data/images/Angelica_capitellata/4973883267.jpg
